               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.072427,             0.36408,            0.020241,                   0,                   0,                   0,                   0,            0.071095,            0.082194,            0.027233,             0.00099,             0.00099,             0.09109
                   1,            0.071083,             0.36543,            0.019987,           0.0018709,            0.048007,          0.00098584,          0.00021881,            0.075071,            0.083479,            0.027616,             0.00199,             0.00199,             0.08209
                   2,            0.070519,             0.36259,            0.019935,           0.0017676,             0.10644,          0.00098401,          0.00020647,            0.077452,             0.10325,            0.028565,           0.0029897,           0.0029897,             0.07309
                   3,            0.070227,             0.36196,            0.019925,           0.0020926,            0.080532,           0.0011471,          0.00025428,            0.075564,             0.10181,            0.028295,           0.0039891,           0.0039891,            0.064089
                   4,            0.069933,             0.36204,            0.019917,           0.0018624,            0.047692,          0.00099443,           0.0002334,            0.072771,            0.094667,            0.027794,            0.004988,            0.004988,            0.055088
                   5,            0.069603,             0.36219,            0.019902,           0.0021265,            0.016254,           0.0011372,          0.00028438,            0.071077,            0.086232,            0.027282,           0.0059863,           0.0059863,            0.046086
                   6,            0.069306,             0.36225,            0.019896,           0.0036237,            0.020594,           0.0018601,          0.00038494,            0.070951,             0.08435,            0.027287,           0.0069838,           0.0069838,            0.037084
                   7,            0.069107,             0.36209,            0.019891,            0.005861,            0.019827,           0.0029966,          0.00067469,             0.07104,            0.082508,            0.027278,           0.0079803,           0.0079803,             0.02808
                   8,            0.068582,             0.36132,            0.019891,           0.0056146,            0.022778,           0.0028863,          0.00068771,            0.071151,            0.082738,            0.027289,           0.0089758,           0.0089758,            0.019076
                   9,            0.068456,             0.36083,            0.019863,           0.0051461,            0.069688,           0.0027997,          0.00070748,            0.071456,            0.086099,            0.027293,             0.00997,             0.00997,             0.01007
                  10,            0.068396,             0.36125,            0.019835,           0.0048749,            0.069106,           0.0026301,          0.00063239,            0.071399,            0.085782,            0.027369,           0.0099753,           0.0099753,           0.0099753
                  11,            0.067879,             0.35983,              0.0198,           0.0058567,            0.028615,           0.0024289,          0.00053893,            0.071751,            0.083477,            0.027296,           0.0099753,           0.0099753,           0.0099753
                  12,            0.067784,              0.3589,            0.019757,           0.0060343,            0.057928,           0.0026656,          0.00058305,            0.071404,             0.08555,            0.027316,           0.0099702,           0.0099702,           0.0099702
                  13,             0.06743,             0.35899,             0.01972,           0.0063454,            0.041254,           0.0024559,          0.00052176,            0.071972,            0.082579,            0.027307,           0.0099645,           0.0099645,           0.0099645
                  14,            0.067406,             0.35882,            0.019705,           0.0043679,            0.056697,           0.0020673,          0.00043258,              0.0712,            0.086214,            0.027206,           0.0099584,           0.0099584,           0.0099584
                  15,            0.067221,             0.35924,            0.019698,            0.005052,            0.054685,             0.00239,           0.0005081,            0.071596,            0.092859,            0.027426,           0.0099517,           0.0099517,           0.0099517
                  16,            0.067071,             0.35893,            0.019699,           0.0055503,            0.051937,           0.0025338,          0.00054215,            0.071752,            0.083815,            0.027277,           0.0099446,           0.0099446,           0.0099446
                  17,             0.06706,             0.35999,            0.019733,           0.0054685,            0.029474,           0.0024934,          0.00054651,            0.071306,            0.085706,             0.02729,            0.009937,            0.009937,            0.009937
                  18,            0.066942,             0.35936,            0.019698,            0.005312,            0.042179,           0.0026218,          0.00055448,            0.071175,            0.085432,            0.027283,           0.0099289,           0.0099289,           0.0099289
                  19,            0.066773,             0.35984,            0.019693,           0.0045073,            0.078006,           0.0023016,          0.00048676,            0.071387,            0.090839,            0.027359,           0.0099203,           0.0099203,           0.0099203
                  20,            0.066673,              0.3595,            0.019713,            0.003697,            0.088346,           0.0020208,          0.00045804,            0.071395,             0.09378,            0.027387,           0.0099112,           0.0099112,           0.0099112
                  21,            0.066367,             0.35836,            0.019655,           0.0045715,            0.082967,           0.0024191,          0.00052368,            0.072791,            0.097252,             0.02729,           0.0099017,           0.0099017,           0.0099017
                  22,            0.066226,             0.35965,            0.019653,           0.0032207,             0.09094,           0.0017882,          0.00039729,            0.072031,             0.11792,            0.027513,           0.0098916,           0.0098916,           0.0098916
                  23,            0.066428,             0.36026,            0.019663,           0.0030919,             0.12099,            0.001756,          0.00037192,            0.071704,             0.11363,            0.027678,           0.0098811,           0.0098811,           0.0098811
                  24,            0.065942,             0.35914,            0.019606,           0.0038095,            0.077463,           0.0019224,           0.0004098,            0.071961,             0.10734,             0.02744,           0.0098701,           0.0098701,           0.0098701
                  25,            0.066171,             0.35967,             0.01959,            0.003979,            0.079437,           0.0020556,          0.00045412,            0.072116,             0.11786,            0.027684,           0.0098586,           0.0098586,           0.0098586
                  26,            0.066129,             0.36155,             0.01954,           0.0053332,            0.087707,           0.0024571,          0.00048514,            0.071767,            0.099892,            0.027362,           0.0098467,           0.0098467,           0.0098467
                  27,            0.065937,             0.37015,            0.019551,           0.0049498,            0.060741,            0.002245,          0.00048369,            0.073786,             0.11365,             0.02768,           0.0098342,           0.0098342,           0.0098342
                  28,             0.06577,             0.36589,            0.019482,           0.0048797,            0.083405,           0.0023495,          0.00047473,            0.073548,             0.12346,            0.027655,           0.0098213,           0.0098213,           0.0098213
                  29,            0.065936,             0.37174,            0.019559,           0.0032214,            0.085551,           0.0018136,          0.00039303,            0.072321,             0.19481,            0.028061,           0.0098079,           0.0098079,           0.0098079
                  30,            0.065781,             0.36356,            0.019401,           0.0031173,            0.072979,            0.001648,          0.00034881,            0.073112,             0.13486,            0.027797,           0.0097941,           0.0097941,           0.0097941
                  31,            0.066262,             0.37488,            0.019571,           0.0036066,             0.07152,             0.00175,          0.00039945,            0.073024,             0.15535,              0.0282,           0.0097798,           0.0097798,           0.0097798
                  32,            0.065235,               0.371,            0.019418,           0.0033858,            0.095424,           0.0019685,          0.00044351,            0.073516,             0.20026,            0.028161,            0.009765,            0.009765,            0.009765
                  33,            0.066338,             0.38851,            0.019711,             0.00388,            0.028415,           0.0014993,          0.00035142,            0.071669,             0.11008,            0.028203,           0.0097497,           0.0097497,           0.0097497
                  34,            0.065746,             0.38684,            0.019578,           0.0034562,             0.10128,           0.0017718,          0.00038548,            0.073946,             0.19128,            0.028059,            0.009734,            0.009734,            0.009734
                  35,            0.065012,             0.37363,            0.019382,           0.0029042,             0.03886,           0.0012934,          0.00029965,            0.071713,             0.14737,            0.028498,           0.0097178,           0.0097178,           0.0097178
                  36,            0.066424,             0.39584,            0.019623,           0.0047753,            0.052757,           0.0021635,          0.00048072,            0.073385,             0.14499,            0.027954,           0.0097011,           0.0097011,           0.0097011
                  37,            0.064649,             0.38022,            0.019378,           0.0049484,            0.080381,           0.0022669,          0.00047429,            0.074516,              0.1291,            0.027968,            0.009684,            0.009684,            0.009684
                  38,            0.065619,             0.41627,            0.019668,           0.0047461,            0.092152,           0.0022085,          0.00048177,            0.075723,             0.16146,              0.0282,           0.0096664,           0.0096664,           0.0096664
                  39,            0.065052,             0.40157,            0.019409,           0.0041031,            0.072979,           0.0019405,          0.00042518,            0.075827,             0.15779,             0.02812,           0.0096484,           0.0096484,           0.0096484
                  40,            0.065723,             0.42481,            0.019583,           0.0033995,            0.047779,           0.0017588,          0.00037287,            0.075129,             0.14897,            0.028032,           0.0096299,           0.0096299,           0.0096299
                  41,            0.065443,             0.41279,            0.019455,           0.0043272,            0.070738,           0.0020835,          0.00042121,            0.076141,             0.16462,            0.028145,            0.009611,            0.009611,            0.009611
                  42,            0.065142,             0.41256,            0.019439,           0.0032803,             0.12391,           0.0017964,          0.00039269,            0.074711,              0.1656,            0.027922,           0.0095916,           0.0095916,           0.0095916
                  43,            0.065293,             0.42056,             0.01947,           0.0024084,             0.10354,           0.0012889,          0.00029251,            0.074543,             0.16007,            0.027989,           0.0095717,           0.0095717,           0.0095717
                  44,            0.064379,             0.43118,            0.019538,           0.0042358,            0.067829,           0.0021107,          0.00048137,            0.075665,             0.17828,            0.028111,           0.0095514,           0.0095514,           0.0095514
                  45,             0.06387,              0.4205,             0.01948,           0.0043351,            0.073638,           0.0021086,          0.00044561,             0.07503,             0.16378,            0.028015,           0.0095307,           0.0095307,           0.0095307
                  46,             0.06364,             0.41589,            0.019379,           0.0017891,             0.12785,           0.0010209,          0.00023119,            0.073745,             0.20072,            0.028091,           0.0095095,           0.0095095,           0.0095095
                  47,             0.06425,             0.43203,             0.01959,           0.0031243,            0.081306,           0.0016519,          0.00036149,            0.075331,             0.14725,            0.028027,           0.0094879,           0.0094879,           0.0094879
                  48,            0.062991,             0.43708,            0.019628,           0.0028173,            0.075717,           0.0015367,          0.00035105,            0.074445,             0.13783,             0.02799,           0.0094659,           0.0094659,           0.0094659
                  49,            0.064779,             0.44972,            0.019753,           0.0025889,             0.11343,           0.0014561,          0.00034319,            0.073693,             0.13579,            0.027979,           0.0094434,           0.0094434,           0.0094434
                  50,            0.063126,             0.41297,             0.01943,           0.0023034,             0.12486,            0.001311,          0.00029185,            0.074386,              0.1486,            0.028024,           0.0094205,           0.0094205,           0.0094205
                  51,            0.063581,             0.45698,             0.01982,           0.0033633,            0.088611,           0.0018675,          0.00046302,            0.073336,             0.10554,            0.028081,           0.0093971,           0.0093971,           0.0093971
                  52,            0.063049,             0.43185,            0.019609,           0.0030388,             0.19518,           0.0018275,          0.00040104,            0.073895,             0.15432,            0.027971,           0.0093733,           0.0093733,           0.0093733
                  53,            0.064007,             0.43186,            0.019626,           0.0032003,             0.24631,           0.0020477,          0.00045512,            0.073779,             0.16672,            0.027836,           0.0093491,           0.0093491,           0.0093491
                  54,             0.06316,             0.45887,            0.019877,           0.0039178,            0.070518,           0.0021871,          0.00047164,            0.076951,             0.16515,            0.027941,           0.0093245,           0.0093245,           0.0093245
                  55,            0.064077,             0.42666,             0.01965,           0.0050626,            0.051593,           0.0023971,          0.00053041,            0.076836,             0.17221,            0.027993,           0.0092995,           0.0092995,           0.0092995
                  56,            0.062012,             0.41436,            0.019444,           0.0035646,            0.056526,           0.0020253,          0.00044671,            0.076074,             0.14876,            0.027865,            0.009274,            0.009274,            0.009274
                  57,            0.063777,             0.43382,            0.019784,           0.0035778,             0.20576,           0.0021953,          0.00050245,            0.074865,             0.12515,            0.027982,           0.0092481,           0.0092481,           0.0092481
                  58,            0.062691,              0.4246,            0.019668,           0.0035067,             0.26359,           0.0022364,          0.00049359,            0.075261,             0.14624,            0.027941,           0.0092219,           0.0092219,           0.0092219
                  59,             0.06321,              0.4302,            0.019692,            0.003426,             0.24978,           0.0021559,           0.0004723,            0.076606,             0.12438,            0.028021,           0.0091952,           0.0091952,           0.0091952
                  60,            0.062256,             0.44046,            0.019773,           0.0030879,             0.25337,           0.0019318,          0.00042551,            0.075329,             0.14829,            0.028059,           0.0091681,           0.0091681,           0.0091681
                  61,            0.062954,             0.43443,            0.019705,           0.0032455,             0.22817,           0.0019905,          0.00044814,              0.0751,             0.13653,            0.027934,           0.0091406,           0.0091406,           0.0091406
