               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.037731,              0.1069,           0.0058476,                   0,                   0,                   0,                   0,             0.10699,            0.056708,            0.027215,                   0,                   0,                 0.1
                   1,            0.037632,            0.097027,           0.0061642,                   0,                   0,                   0,                   0,             0.10666,             0.05695,            0.027227,          9.9978e-06,          9.9978e-06,             0.09991
                   2,            0.037496,            0.096971,           0.0061653,                   0,                   0,                   0,                   0,             0.10619,            0.057299,            0.027229,          1.9982e-05,          1.9982e-05,             0.09982
                   3,            0.037328,            0.096874,           0.0061651,                   0,                   0,                   0,                   0,             0.10565,            0.057703,             0.02723,           2.994e-05,           2.994e-05,             0.09973
