               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11437,            0.048059,            0.028949,           0.0054981,            0.013514,          0.00092116,          0.00020871,             0.10388,            0.044442,              0.0297,             0.00015,             0.00015,             0.09865
                   1,             0.10512,            0.051094,            0.024539,           0.0019187,             0.10057,           0.0011081,          0.00027064,            0.094821,            0.044952,            0.027462,          0.00024025,          0.00024025,             0.09714
                   2,             0.10102,             0.05177,            0.020889,           0.0025343,            0.046512,           0.0012008,          0.00017083,            0.092261,            0.044175,            0.027119,          0.00015275,          0.00015275,            0.095453
